Age,Income,Location,Samplingtime,Sex,Drinking,Education,Marriage,Smoking
42.768,25756.32184,14,2,1,0,3,2,1
45.76,25756.32184,14,2,2,0,2,2,0
56.044,6833.716475,14,2,1,1,2,2,1
58.448,6833.716475,14,2,2,0,2,2,0
32.479,6833.716475,14,2,1,0,4,2,1
85.257,41512.34568,14,2,2,0,3,4,0
51.181,41512.34568,14,2,1,1,4,2,0
78.705,61481.48148,14,2,2,0,4,4,0
72.739,47453.7037,14,2,2,0,2,2,0
66.973,24814.81482,14,2,1,0,4,2,0
72,48425.92593,14,2,1,0,5,2,1
75.781,55555.55556,14,2,1,0,5,2,0
73.24,55555.55556,14,2,2,0,5,2,0
76.862,19259.25926,14,2,2,0,5,2,0
55.373,26666.66667,14,2,1,0,3,2,0
52.03,26666.66667,14,2,2,0,2,2,1
58.995,23333.33333,14,2,2,0,1,2,0
60.646,12777.77778,14,2,1,1,2,2,1
57.095,12777.77778,14,2,2,0,1,2,0
77.903,14907.40741,14,2,2,0,2,4,0
52.099,14907.40741,14,2,1,0,3,1,0
79.422,5555.555556,14,2,2,0,2,4,0
19.039,5555.555556,14,2,1,0,4,1,0
47.14,18209.87654,14,2,2,0,5,2,0
64.865,30740.74074,14,2,1,0,3,2,1
64.523,44444.44444,14,2,1,1,4,2,1
62.653,33333.33333,14,2,1,0,3,2,0
54.716,34712.64368,14,2,1,1,2,2,1
66.705,12873.56322,14,2,2,0,1,4,0
44.923,48275.86207,14,2,2,0,2,2,0
47.307,48275.86207,14,2,1,1,2,2,1
49.919,207011.4943,14,2,1,0,2,2,1
47.967,207011.4943,14,2,2,0,2,2,0
50.732,13793.10345,14,2,1,1,3,2,1
90.746,49425,14,2,2,0,1,4,0
62.01,7172.413793,14,2,2,0,1,2,0
50.015,42068.96552,14,2,2,0,2,3,0
43.113,41379.31035,14,2,2,0,2,2,0
68.293,8821.839081,14,2,1,1,1,2,1
70.185,22024.17657,14,2,2,0,1,2,0
68.493,137.9310345,14,2,1,1,2,2,0
69.229,6149.425287,14,2,1,1,1,4,1
64.906,1570.881226,14,2,1,1,1,2,1
63.548,1570.881226,14,2,2,0,1,2,0
73.607,231.3218391,14,2,1,0,1,2,0
64.419,231.3218391,14,2,2,0,1,2,0
7.387,231.3218391,14,2,2,0,1,1,0
53.656,11297.20854,14,2,1,1,2,2,0
55.069,11297.20854,14,2,2,0,2,2,0
73.454,43103.44828,14,2,1,1,1,2,0
72.309,43103.44828,14,2,2,0,1,2,0
47.012,4819.731801,14,2,2,0,1,2,0
73.435,1597.701149,14,2,1,0,1,2,1
72.589,1597.701149,14,2,2,0,1,2,0
67.532,19919.54023,14,2,2,0,1,2,0
62.289,13425.92593,14,2,2,0,1,2,0
77.758,23148.14815,14,2,2,0,1,2,0
44.246,47453.7037,14,2,1,1,2,2,1
45.676,30787.03704,14,2,2,0,2,2,0
44.027,956.7901235,14,2,2,0,2,2,0
63.039,2021.604938,14,2,2,0,1,2,0
33.506,2021.604938,14,2,1,0,4,2,0
64.022,34222.22222,14,2,2,0,4,2,0
61.306,86944.44444,14,2,1,1,2,2,1
60.649,86944.44444,14,2,2,0,1,2,0
40.12,160555.5556,14,2,1,0,2,2,1
41.5,160555.5556,14,2,2,0,2,2,0
9.708,160555.5556,14,2,1,0,1,1,0
33.61,8796.296296,14,2,2,0,2,2,0
38.256,23580.24691,14,2,1,0,2,2,1
76.753,10555.55556,14,2,1,0,1,2,0
59.617,5019.157088,14,2,1,1,1,2,0
53.125,5019.157088,14,2,2,0,1,2,0
54.125,7011.494253,14,2,2,0,1,2,0
54.376,7988.505747,14,2,1,0,2,2,0
78.913,1494.252874,14,2,1,0,1,2,1
52.739,3793.103448,14,2,1,1,3,2,1
57.791,13960.34483,14,2,1,0,1,2,0
53.927,19402.29885,14,2,2,0,1,2,0
60.35,14942.52874,14,2,1,1,1,2,1
61.615,14942.52874,14,2,2,0,1,2,0
45.979,3825.287356,14,2,1,0,1,2,0
71.452,3563.218391,14,2,2,0,1,4,0
53.103,28735.63218,14,2,1,1,3,2,1
55.146,14942.52874,14,2,1,1,1,2,1
67.844,19827.58621,14,2,1,1,2,2,1
59.214,6896.551724,14,2,1,1,1,2,0
60.86,6896.551724,14,2,2,0,1,2,0
65.618,10000,14,2,2,0,1,2,0
60.515,27839.08046,14,2,2,0,1,2,0
73.525,77471.26437,14,2,1,1,2,2,0
7.784,18778.73563,14,2,2,0,1,1,0
64.559,9034.482759,14,2,2,0,1,2,0
11.48,8689.655172,14,2,1,0,1,1,0
57.429,78607.27969,14,2,2,0,2,2,0
75.515,28670.11494,14,2,1,0,2,2,1
59.392,40586.2069,14,2,2,0,1,2,0
67.242,16666.66667,14,2,2,1,1,2,0
65.911,21586.2069,14,2,2,0,3,2,0
53.276,12482.75862,14,2,2,0,1,2,0
65.886,5554.022989,14,2,1,1,1,2,1
61.93,0,14,2,1,1,1,2,1
63.447,0,14,2,2,0,1,2,0
66.96,17385.05747,14,2,2,0,1,2,0
37.933,30249.04215,14,2,2,0,2,2,0
63.702,14850.57471,14,2,2,0,1,2,0
69.843,2103.57599,14,2,2,0,1,2,0
48.079,34045.97701,14,2,2,0,1,2,0
57.561,39000,14,2,2,0,1,2,0
52.025,50637.93103,14,2,1,1,1,2,1
66.894,8109.195402,14,2,1,0,2,2,0
64.427,8109.195402,14,2,2,0,2,2,0
57.309,9793.103448,14,2,1,1,2,2,1
62.283,2492.337165,14,2,2,0,1,2,0
66.278,7737.931035,14,2,2,0,1,2,0
71.053,17086.2069,14,2,1,0,2,2,1
70.877,17086.2069,14,2,2,0,1,2,0
64.318,25645.59387,14,2,2,0,1,2,0
47.548,40076.62835,14,2,2,0,2,2,0
57.782,3800.766284,14,2,2,0,1,2,0
62.634,21885.05747,14,2,1,0,2,2,1
34.259,21885.05747,14,2,1,1,2,2,1
51.075,191712.6437,14,2,2,0,1,2,0
58.459,18333.33333,14,2,2,0,1,2,0
44.033,53143.67816,14,2,1,0,2,2,0
67.573,11551.72414,14,2,1,0,2,2,0
43.641,10249.04215,14,2,2,0,1,2,0
57.361,18488.88889,14,2,1,1,2,2,1
52.646,14454.73251,14,2,1,1,2,2,1
46.771,18425.92593,14,2,2,0,5,2,0
72.901,18425.92593,14,2,1,0,5,2,1
72.928,18425.92593,14,2,2,0,2,2,0
53.533,57901.23457,14,2,1,1,2,2,0
68.884,20246.91358,14,2,2,0,1,2,0
62.697,12496.2963,14,2,1,1,2,2,1
57.281,5111.111111,14,2,1,1,3,2,0
48.211,5111.111111,14,2,2,0,1,2,0
82.971,11694.44444,14,2,1,1,2,2,1
71.808,11694.44444,14,2,2,0,3,2,0
60.827,25555.55556,14,2,2,0,2,2,0
57.585,16980.84291,14,2,1,1,2,2,0
50.07,16980.84291,14,2,2,0,1,2,0
27.715,16980.84291,14,2,2,0,2,1,0
53.889,7572.413793,14,2,2,0,2,2,0
66.82,11724.13793,14,2,1,1,1,2,1
52.972,16551.72414,14,2,1,1,3,2,1
52.112,89597.70115,14,2,1,1,2,2,1
50.533,34490.74074,14,2,1,0,5,2,0
60.605,70041.15226,14,2,1,1,5,2,1
58.442,70041.15226,14,2,2,0,2,2,0
60.687,36111.11111,14,2,1,0,2,2,1
59.11,36111.11111,14,2,2,0,2,2,0
61.018,67129.62963,14,2,1,1,3,2,0
61.035,67129.62963,14,2,2,1,3,2,0
49.55,79768.51852,14,2,2,0,5,2,0
69.815,50000,14,2,1,1,3,2,1
51.398,79768.51852,14,2,1,0,5,2,0
44.969,58395.06173,14,2,2,0,4,2,0
48.764,34722.22222,14,2,1,1,5,3,1
42.894,44697.53086,14,2,2,1,5,2,0
77.18,34490.74074,14,2,2,0,2,4,0
45.791,34876.54321,14,2,1,1,4,2,1
30.957,41975.30864,14,2,1,0,5,2,0
66.812,21264.36782,14,2,1,1,1,2,1
45.352,22988.50575,14,2,1,1,3,2,0
71.102,5574.712644,14,2,2,0,2,2,0
68.022,4914.942529,14,2,2,1,1,2,0
79.693,8505.747126,14,2,2,0,1,2,0
52.956,62068.96552,14,2,1,0,3,2,0
52.734,11066.09195,14,2,2,0,2,2,0
60.17,39750.95785,14,2,2,0,1,2,0
43.578,39272.03065,14,2,2,0,2,2,0
66.982,34089.16028,14,2,2,0,2,2,0
43.973,39272.03065,14,2,1,0,2,2,0
72.819,34089.16028,14,2,1,1,3,2,1
72.405,30459.77012,14,2,1,0,2,2,1
69.01,9519.54023,14,2,2,0,2,2,0
49.602,29789.27203,14,2,2,0,2,2,0
45.848,29789.27203,14,2,1,1,3,2,1
53.886,44302.13465,14,2,2,0,1,2,0
58.179,41954.02299,14,2,1,1,2,2,1
45.585,22988.50575,14,2,2,0,2,2,0
66.522,34310.34483,14,2,2,0,1,2,0
44.709,24195.4023,14,2,2,0,2,2,0
74.971,16724.13793,14,2,2,0,1,2,0
49.188,39578.54406,14,2,2,1,2,2,0
65.238,20589.08046,14,2,1,1,1,2,0
84.663,16379.31035,14,2,1,0,2,2,1
51.573,45624.52107,14,2,2,0,3,2,0
63.02,29258.62069,14,2,2,0,1,2,0
43.099,25670.49808,14,2,1,0,2,2,0
50.056,45624.52107,14,2,1,1,2,2,1
63.877,29077.58621,14,2,1,1,1,2,1
59.127,5544.827586,14,2,2,0,1,2,0
74.259,5919.54023,14,2,1,1,1,2,1
44.537,18850.57471,14,2,1,0,1,2,1
80.988,8314.942529,14,2,1,1,1,2,1
80.986,8314.942529,14,2,2,0,1,2,0
76.126,21264.36782,14,2,1,0,1,2,1
74.806,21264.36782,14,2,2,0,1,2,0
39.797,33365.51724,14,2,1,0,4,2,0
38.387,17255.17241,14,2,1,1,2,2,0
64.277,17255.17241,14,2,1,1,1,2,1
61.049,17255.17241,14,2,2,0,1,2,0
47.775,12172.41379,14,2,2,0,2,2,0
44.641,41839.08046,14,2,2,0,1,2,0
71.926,5919.54023,14,2,2,1,1,2,0
41.218,31432.95019,14,2,2,0,2,2,0
43.31,26245.21073,14,2,2,0,1,2,0
60.63,17904.21456,14,2,1,1,5,2,1
47.351,62396.55172,14,2,2,0,1,2,0
51.294,40172.41379,14,2,1,0,3,2,1
50.595,40172.41379,14,2,2,0,3,2,0
72.849,10517.24138,14,2,1,0,1,2,1
71.31,10517.24138,14,2,2,0,1,2,0
58.486,33333.33333,14,2,1,0,1,2,1
78.727,42361.6092,14,2,2,0,1,4,0
50.62,42361.6092,14,2,1,1,2,2,0
70.877,35158.62069,14,2,2,0,1,2,0
52.693,16408.04598,14,2,2,0,1,2,0
58.938,13425.28736,14,2,2,0,1,2,0
67.852,8409.195402,14,2,2,0,1,2,0
84.816,3448.275862,14,2,2,0,1,4,0
73.016,5281.609195,14,2,2,0,1,2,0
77.728,4942.528736,14,2,1,1,1,4,1
61.005,26724.13793,14,2,2,0,1,2,0
47.559,3697.318008,14,2,2,1,1,2,0
73.331,22787.35632,14,2,2,1,1,2,0
66.836,46712.64368,14,2,1,0,2,2,0
68.654,10172.41379,14,2,1,1,1,4,0
63.42,31954.02299,14,2,1,1,1,2,0
69.774,2413.793103,14,2,2,0,1,4,0
43.688,28672.83951,14,2,1,1,3,2,0
39.959,28672.83951,14,2,2,0,2,2,0
57.572,14814.81482,14,2,1,1,2,2,1
37.169,13003.7037,14,2,1,0,2,2,0
52.956,31481.48148,14,2,1,0,2,2,0
60.802,27777.77778,14,2,1,1,1,2,1
27.912,11748.14815,14,2,1,1,2,2,1
65.749,15277.77778,14,2,1,0,1,2,1
63.576,15277.77778,14,2,2,0,1,2,0
62.434,12129.62963,14,2,1,0,1,2,0
58.001,20509.25926,14,2,1,0,3,2,0
43.767,31512.34568,14,2,1,0,2,2,1
44.441,31512.34568,14,2,2,0,2,2,0
48.452,17834.25926,14,2,1,1,2,2,1
62.762,16048.14815,14,2,1,1,2,2,1
75.808,57692.30769,12,1,2,0,4,2,0
57.58,55128.20513,12,1,2,0,2,2,0
54.653,40400.96154,12,1,2,0,4,2,0
58.672,41510.57692,12,1,2,0,4,2,0
68.082,41510.57692,12,1,1,0,5,2,0
61.457,38307.69231,12,1,2,1,1,2,0
35.504,38307.69231,12,1,2,0,5,2,0
58.272,24038.46154,12,1,2,0,3,2,0
59.688,30240.38462,12,1,2,0,1,2,0
59.159,30240.38462,12,1,1,1,3,2,1
37.459,21442.30769,12,1,2,0,5,4,0
60.972,36346.15385,12,1,2,0,3,2,0
63.959,36346.15385,12,1,1,1,2,2,1
51.116,35673.07692,12,1,1,1,5,2,0
49.73,35673.07692,12,1,2,0,4,2,0
59.332,34137.93103,12,1,1,1,2,2,1
59.031,34137.93103,12,1,2,0,3,2,0
33.52,35609.1954,12,1,1,0,5,2,0
54.749,74827.58621,12,1,1,1,2,2,0
69.596,100000,12,1,2,0,1,2,0
64.104,46839.08046,12,1,1,1,5,2,0
55.053,33805.74713,12,1,1,1,2,2,1
54.242,33805.74713,12,1,2,0,3,2,0
50.899,34482.75862,12,1,1,1,3,2,0
49.205,34482.75862,12,1,2,0,3,2,0
57.317,50344.82759,12,1,2,0,1,2,0
64.772,45288.7931,12,1,1,1,3,4,0
37.588,45288.7931,12,1,1,1,5,2,1
36.69,45288.7931,12,1,2,0,5,2,0
8.572,45288.7931,12,1,1,0,1,1,0
73.517,47126.43678,12,1,2,1,1,4,0
50.237,51781.6092,12,1,2,0,2,2,0
49.897,51781.6092,12,1,1,1,3,2,1
34.795,31609.1954,12,1,2,0,5,1,0
62.209,49137.93103,12,1,2,0,1,2,0
11.652,23477.01149,12,1,1,0,1,1,0
51.871,11034.48276,12,1,2,0,3,2,0
54.177,73620.68966,12,1,1,1,3,2,0
59.247,66957.08178,12,1,1,0,1,2,1
60.534,66957.08178,12,1,2,0,2,2,0
61.21,31494.25287,12,1,1,1,1,2,1
61.969,31494.25287,12,1,2,0,1,2,0
69.41,16551.72414,12,1,1,1,1,2,1
66.806,16551.72414,12,1,2,0,2,2,0
61.774,19310.34483,12,1,2,0,1,4,0
67.713,20689.65517,12,1,1,0,2,2,0
65.407,36781.6092,12,1,2,0,1,2,0
64.684,77011.49425,12,1,1,0,5,2,0
65.251,77011.49425,12,1,2,0,5,2,0
39.852,25287.35632,12,1,2,0,5,2,0
66.631,95.78544061,12,1,2,0,1,2,0
38.752,95.78544061,12,1,1,0,4,2,0
80.057,37931.03448,12,1,1,0,1,2,1
78.538,37931.03448,12,1,2,0,1,2,0
76.419,25287.35632,12,1,1,0,1,4,0
51.603,18896.55172,12,1,2,0,5,2,0
78.721,17011.49425,12,1,1,1,1,2,0
76.164,17011.49425,12,1,2,0,1,2,0
72.545,14896.55172,12,1,1,0,3,2,1
55.551,0,12,1,2,0,1,1,0
80.909,33103.44828,12,1,1,1,1,2,1
38.245,20689.65517,12,1,2,0,5,2,0
39.02,20689.65517,12,1,1,1,3,2,0
50.869,12413.7931,12,1,1,0,5,2,0
46.735,25287.35632,12,1,1,1,3,2,1
53.112,25839.08046,12,1,2,0,3,2,0
58.404,19310.34483,12,1,1,0,3,2,0
80.055,0,12,1,2,0,1,4,0
76.953,97788.46154,12,1,1,0,4,2,0
42.387,15346.15385,12,1,2,0,3,2,0
44.783,40384.61539,12,1,1,1,5,2,1
45.81,40384.61539,12,1,2,0,3,2,0
60.044,40384.61539,12,1,2,0,2,2,0
52.813,19230.76923,12,1,1,1,3,2,0
49.758,19230.76923,12,1,2,0,3,2,0
58.497,21346.15385,12,1,2,0,3,2,0
78.494,36658.65385,12,1,1,1,5,2,1
68.778,22024.17657,12,1,2,0,1,2,0
59.559,24807.69231,12,1,1,0,3,2,1
59.387,24807.69231,12,1,2,0,2,2,0
58.773,29807.69231,12,1,2,0,3,2,0
49.591,29423.07692,12,1,2,0,2,2,0
10.804,2307.692308,12,1,1,0,1,1,0
69.344,18942.30769,12,1,2,0,3,2,0
44.225,17500,12,1,2,1,2,2,0
44.684,17500,12,1,1,1,2,2,0
49.309,15576.92308,12,1,2,0,2,2,0
51.581,66346.15385,12,1,2,0,5,2,0
60.43,61153.84615,12,1,2,0,5,4,0
56.077,0,12,1,2,1,2,2,0
73.21,8653.846154,12,1,2,0,1,2,0
71.444,8653.846154,12,1,1,0,1,2,0
46.292,33878.20513,12,1,2,1,5,2,0
43.748,18237.17949,12,1,2,0,2,2,0
43.488,12307.69231,12,1,1,0,4,2,0
68.298,26351.92308,12,1,1,1,2,4,1
58.861,36360.15326,12,1,1,1,2,2,1
42.242,36360.15326,12,1,2,0,1,2,0
67.351,2689.655172,12,1,1,1,1,2,1
53.656,6074.712644,12,1,1,1,2,2,1
50.546,6074.712644,12,1,2,0,1,2,0
51.606,10229.88506,12,1,2,0,1,2,0
50.924,14005.74713,12,1,1,1,2,2,0
84.545,3333.333333,12,1,1,0,1,2,1
67.099,1885.057471,12,1,2,0,1,2,0
53.544,10514.94253,12,1,1,1,2,2,0
52.033,10514.94253,12,1,2,1,1,2,0
51.258,9953.065134,12,1,2,0,4,2,0
55.639,25769.23077,12,1,2,0,3,2,0
61.588,33606.89655,12,1,2,0,1,2,0
42.637,5195.402299,12,1,1,1,2,2,0
45.492,5195.402299,12,1,2,0,1,2,0
49.029,25858.23755,12,1,1,1,3,2,0
48.353,100183.9081,12,1,2,0,2,2,0
74.606,9454.022989,12,1,1,0,3,2,1
71.63,9454.022989,12,1,2,0,1,2,0
60.572,20750.57471,12,1,2,0,1,2,0
24.78,55555.55556,12,1,2,0,5,2,0
54.305,13884.61539,12,1,1,0,3,2,0
24.805,9577.011494,12,1,2,0,2,2,0
63.233,18544.0613,12,1,1,1,1,2,0
62.177,18544.0613,12,1,2,0,1,2,0
28.931,41065.1341,12,1,2,0,2,2,0
47.732,6235.632184,12,1,2,0,3,2,0
44.315,13678.16092,12,1,1,0,2,2,1
56.074,11091.95402,12,1,2,0,4,2,0
63.773,17149.42529,12,1,2,0,1,2,0
35.406,17149.42529,12,1,2,0,2,2,0
11.483,17149.42529,12,1,2,0,1,1,0
44.449,9394.636015,12,1,1,1,2,2,1
31.671,21314.17625,12,1,2,0,2,2,0
52.923,13942.30769,12,1,1,0,4,2,0
62.867,6836.781609,12,1,1,1,2,2,1
60.767,6836.781609,12,1,2,0,1,2,0
52.167,30576.92308,12,1,2,0,1,2,0
36.674,6704.980843,12,1,2,0,2,2,0
63.064,12436.78161,12,1,2,0,1,2,0
30.062,3716.475096,12,1,2,0,2,2,0
63.997,6896.551724,12,1,2,0,1,2,0
56.78,6321.839081,12,1,2,0,3,2,0
47.732,13620.68966,12,1,1,1,4,2,1
62.412,1491.37931,12,1,1,1,3,2,0
59.324,3041.37931,12,1,1,1,1,2,1
52.619,1534.022989,12,1,2,0,2,2,0
29.227,22998.08429,12,1,2,0,2,2,0
52.12,17402.29885,12,1,2,0,1,2,0
61.903,8477.011494,12,1,1,0,1,2,1
53.615,22632.18391,12,1,2,0,1,2,0
57.916,22632.18391,12,1,1,0,2,2,1
27.198,13942.30769,12,1,1,0,4,1,0
47.852,61609.1954,12,1,2,0,5,2,0
32.427,13884.61539,12,1,2,0,5,2,0
65.032,2499.519231,12,1,2,0,2,4,0
83.025,19615.38462,12,1,2,0,1,2,0
69.068,80192.30769,12,1,1,1,3,2,1
61.467,0,12,1,1,1,5,4,1
45.243,6034.482759,12,1,2,0,1,2,0
44.52,32950.19157,12,1,2,0,2,2,0
75.882,2072.060124,12,1,2,0,1,4,1
66.092,48508.65385,12,1,2,0,1,2,0
46.105,211536.3462,12,1,2,0,3,2,0
42.042,16477.11341,12,1,1,1,2,2,0
61.952,5172.413793,12,1,1,1,2,2,1
21.979,5517.241379,12,1,1,0,5,1,0
43.784,718.3908046,12,1,2,0,1,2,0
67.524,32275.86207,12,1,1,1,3,2,0
43.389,51953.56322,12,1,2,0,2,2,0
71.014,16666.66667,12,1,2,0,1,4,0
66.809,288792.8161,12,1,1,1,1,2,1
55.704,288792.8161,12,1,1,0,1,1,0
72.345,14655.17241,12,1,2,0,1,2,0
49.106,14655.17241,12,1,2,0,1,2,0
70.888,14655.17241,12,1,1,0,2,2,1
46.371,1528.435013,12,1,2,0,1,2,0
68.014,12643.67816,12,1,2,0,1,2,0
70.283,1744.252874,12,1,2,0,1,2,0
68.482,12643.67816,12,1,1,0,1,2,0
68.528,1103.448276,12,1,2,0,1,4,0
53.177,0,12,1,1,0,2,2,0
46.489,0,12,1,2,0,1,2,0
47.433,-42391.37931,12,1,1,1,1,2,1
54.62,7662.835249,12,1,2,0,1,2,0
76.994,13936.78161,12,1,2,0,1,2,0
51.077,71263.60153,12,1,1,1,2,2,1
52.986,71263.60153,12,1,2,0,2,2,0
33.191,2627.093596,12,1,2,0,2,2,0
84.545,2627.093596,12,1,2,0,1,4,0
40.731,4908.045977,12,1,1,1,4,2,1
69.377,2681.992337,12,1,1,0,1,2,0
59.529,2681.992337,12,1,2,0,1,2,0
13.558,4908.045977,12,1,1,0,2,1,0
52.783,12252.40102,12,1,2,0,3,2,0
52.339,-117.4217507,12,1,1,1,1,2,0
53.689,-117.4217507,12,1,2,0,2,2,0
57.262,0,12,1,2,0,1,2,0
24.411,17478.9272,12,1,2,0,2,2,0
36.909,25743.29502,12,1,1,1,4,2,1
48.63,9236.309068,12,1,1,0,2,2,0
57.079,17478.9272,12,1,1,1,2,2,0
68.142,14425.28736,12,1,1,1,2,2,0
70.888,8816.091954,12,1,1,1,1,2,0
66.669,14425.28736,12,1,2,1,1,2,0
7.255,8575.773652,12,1,1,0,1,1,0
55.874,14540.22989,12,1,1,1,1,2,1
49.002,17164.75096,12,1,1,1,3,2,0
50.801,17164.75096,12,1,2,0,2,2,0
58.793,6379.310345,12,1,2,0,1,2,0
71.964,14251.91571,12,1,2,0,1,2,0
50.412,43338.69732,12,1,1,0,2,2,0
46.196,17491.37931,12,1,1,1,2,2,1
60.671,16283.5249,12,1,1,1,3,2,1
63.943,2006.130268,12,1,1,1,1,2,1
41.467,11034.48276,12,1,1,1,1,2,1
48.457,8855.172414,12,1,1,1,1,2,0
48.969,8855.172414,12,1,2,0,2,2,0
28.381,8855.172414,12,1,1,0,3,2,1
25.385,8855.172414,12,1,2,0,4,2,0
64.145,6181.911676,12,1,1,1,1,2,1
51.573,40957.85441,12,1,1,1,3,2,0
53.194,40957.85441,12,1,2,0,2,2,0
52.504,45028.73563,12,1,1,1,2,2,0
34.36,14251.91571,12,1,2,0,2,2,0
57.396,7321.839081,12,1,1,0,3,2,0
67.647,7126.436782,12,1,2,0,1,2,0
63.869,13632.18391,12,1,2,0,1,2,1
52.912,11580.45977,12,1,1,1,1,2,0
52.134,11580.45977,12,1,2,0,2,2,0
45.67,16522.98851,12,1,1,1,2,2,0
45.435,16522.98851,12,1,2,0,2,2,0
29.232,21521.83908,12,1,2,0,4,2,0
29.648,21521.83908,12,1,1,0,3,2,1
53.227,21521.83908,12,1,2,1,2,2,0
34.415,8590.038314,12,1,1,1,5,2,1
60.342,8590.038314,12,1,2,0,1,2,0
60.898,8590.038314,12,1,1,1,3,2,0
23.636,36934.8659,12,1,1,0,5,1,0
52.189,36934.8659,12,1,1,1,2,2,0
46.919,13793.10345,12,1,2,0,5,2,0
24.641,21954.02299,12,1,2,0,5,2,0
27.376,21954.02299,12,1,1,0,5,2,0
63.775,21954.02299,12,1,1,1,1,2,1
57.843,24633.62069,12,1,2,0,1,4,0
66.505,379.3103448,12,1,2,0,1,4,0
55.258,229.8850575,12,1,2,1,1,3,0
48.293,25096.15385,12,1,1,0,5,2,1
51.986,37369.77164,12,1,1,1,4,2,1
55.274,27345.73317,12,1,2,0,3,2,0
52.684,37369.77164,12,1,2,1,4,2,0
63.767,11250,12,1,2,0,1,2,0
61.708,20769.23077,12,1,1,1,1,2,1
29.908,20769.23077,12,1,1,0,3,2,1
27.034,20769.23077,12,1,2,0,3,2,0
60.145,13735.57692,12,1,1,1,4,2,1
72.367,168.2692308,12,1,2,0,1,2,0
60.789,17307.69231,12,1,1,1,3,4,1
62.984,29493.58974,12,1,1,1,1,2,0
67.296,21346.15385,12,1,2,0,2,2,0
69.369,19711.53846,12,1,1,1,1,2,0
59.138,19615.38462,12,1,1,1,2,2,1
71.244,12692.30769,12,1,1,0,2,2,1
66.992,12692.30769,12,1,2,0,1,2,0
60.676,13750,12,1,1,1,4,2,0
53.076,19615.38462,12,1,2,0,4,2,0
47.989,17692.30769,12,1,1,1,4,2,1
72.997,7884.615385,12,1,2,0,1,4,0
52.791,53076.92308,12,1,1,1,3,2,1
49.092,53076.92308,12,1,2,0,2,2,0
65.539,19971.15385,12,1,2,0,1,2,0
68.928,10600.96154,12,1,2,0,1,2,0
55.22,19855.76923,12,1,1,1,2,2,1
52.613,19855.76923,12,1,2,0,2,2,0
56.279,6602.564103,12,1,2,0,3,2,0
70.875,17162.21154,12,1,2,0,1,4,0
73.815,10528.84615,12,1,1,0,1,2,1
72.997,10528.84615,12,1,2,0,1,2,0
60.531,45528.84615,12,1,1,1,5,2,1
59.781,45528.84615,12,1,2,0,5,2,0
58.248,14567.30769,12,1,1,1,2,2,1
63.915,1379.310345,12,1,1,1,1,2,1
68.906,287.3563218,12,1,2,0,1,2,0
64.909,19942.52874,12,1,1,1,2,2,0
56.433,28390.8046,12,1,1,0,3,2,0
59.165,28141.76245,12,1,1,0,2,2,0
61.175,2729.885058,12,1,2,0,3,2,0
63.058,4540.229885,12,1,1,0,2,2,0
41.29,32643.67816,12,1,2,0,2,2,0
52.591,4856.321839,12,1,1,0,3,2,0
47.723,114.9425287,12,1,2,0,2,2,0
57.717,19137.93103,12,1,2,0,2,2,0
57.172,14820.09336,12,1,2,0,2,2,0
58.179,5521.839081,12,1,1,1,2,2,1
59.6,22928.10908,12,1,2,0,2,2,0
55.636,4992.639019,12,1,1,1,2,2,0
55.71,4992.639019,12,1,2,0,2,2,0
57.09,3032.199127,12,1,1,1,3,2,1
52.277,6671.264368,12,1,1,0,2,2,1
50.108,27984.67433,12,1,2,0,3,2,0
25.624,27984.67433,12,1,2,0,5,1,0
63.669,34252.87356,12,1,1,0,2,2,0
63.003,34252.87356,12,1,2,0,3,2,0
62.114,2356.321839,12,1,1,1,1,2,0
61.476,2356.321839,12,1,2,0,1,2,0
28.956,42579.31035,12,1,1,1,3,1,1
72.958,7758.62069,12,1,1,1,1,2,1
70.702,2528.735632,12,1,2,0,1,2,0
43.288,110735.6322,12,1,2,0,1,4,0
58.505,33218.39081,12,1,1,0,2,2,1
58.582,7183.908046,12,1,2,0,2,2,0
56.906,52528.73563,12,1,2,0,2,3,0
64.808,3103.448276,12,1,1,1,1,2,1
55.721,28315.41219,5,1,1,1,3,2,1
57.279,3727.598566,5,1,1,1,1,3,1
53.177,28315.41219,5,1,2,0,4,2,0
53.158,4000,5,1,1,1,4,2,1
63.244,37849.46237,5,1,1,1,2,2,0
67.693,19354.83871,5,1,2,0,4,4,0
38.409,19354.83871,5,1,1,1,3,2,0
61.958,24946.23656,5,1,1,1,2,2,0
60.126,24946.23656,5,1,2,0,1,2,0
34.513,24946.23656,5,1,1,1,4,2,0
46.502,10462.96296,5,1,1,1,2,2,0
29.339,10308.64198,5,1,1,1,3,2,0
63.099,10288.06584,5,1,1,0,2,2,1
62.333,10288.06584,5,1,2,0,2,2,0
78.149,59567.90124,5,1,1,1,1,2,1
44.734,36728.39506,5,1,2,1,3,2,0
49.155,141382.7161,5,1,2,0,1,2,0
32.832,13621.39918,5,1,2,0,3,2,0
46.891,22024.17657,5,1,2,0,2,2,0
55.822,1666.666667,5,1,2,0,2,2,0
65.788,30645.16129,5,1,1,1,1,2,1
64.479,18010.75269,5,1,2,0,1,2,0
65.511,80161.29032,5,1,2,0,2,2,0
58.828,25806.45161,5,1,2,0,3,2,0
50.998,30000,5,1,1,1,2,2,1
52.326,30000,5,1,2,0,2,2,0
62.606,29032.25807,5,1,1,0,4,2,0
