Age,Income,Location,Samplingtime,Sex,Drinking,Education,Marriage,Smoking
63.592,29032.25807,5,1,2,0,2,2,0
82.47,13091.99522,5,1,2,0,2,4,0
61.864,24408.60215,5,1,2,0,2,2,0
63.343,36397.84946,5,1,1,0,2,2,1
59.778,36397.84946,5,1,2,0,1,2,0
48.805,13075.26882,5,1,2,0,2,2,0
52.676,22580.64516,5,1,2,0,2,2,0
43.639,13268.8172,5,1,2,0,1,2,0
56.928,23451.6129,5,1,1,1,2,2,1
49.498,5089.605735,5,1,2,0,1,2,0
45.73,13440.86022,5,1,2,0,2,2,0
73.336,215.0537634,5,1,2,0,1,4,0
46.051,20967.74194,5,1,2,0,3,2,0
58.001,20967.74194,5,1,1,1,3,2,1
42.283,-3209.876543,5,1,2,0,2,2,0
46.261,-3271.604938,5,1,2,0,1,2,0
39.808,37376.54321,5,1,2,0,2,2,0
66.686,740.7407407,5,1,2,0,1,2,0
52.383,222.2222222,5,1,1,1,3,2,0
51.986,222.2222222,5,1,2,0,2,2,0
66.839,6296.296296,5,1,2,0,1,2,0
45.522,22024.17657,5,1,2,0,2,2,0
25.821,22024.17657,5,1,2,0,2,2,0
57.046,4732.510288,5,1,1,1,2,2,1
56.92,4732.510288,5,1,2,0,2,2,0
54.571,5921.8107,5,1,2,0,2,2,0
51.611,32903.22581,5,1,2,0,3,2,0
52.693,26523.29749,5,1,1,1,4,2,0
60.055,59354.83871,5,1,2,0,4,2,0
62.494,59354.83871,5,1,1,1,3,2,0
50.393,27275.98566,5,1,1,1,5,2,0
49.993,20666.66667,5,1,2,0,4,2,0
50.223,27096.77419,5,1,1,1,3,2,1
50.166,14506.17284,5,1,1,1,2,2,1
46.261,14506.17284,5,1,2,0,2,2,0
7.206,14506.17284,5,1,1,0,1,1,0
37.656,3189.300412,5,1,1,1,2,2,0
38.146,3189.300412,5,1,2,0,1,2,0
12.851,3189.300412,5,1,1,0,1,1,0
8.052,3189.300412,5,1,2,0,1,1,0
63.039,3267.225162,5,1,2,0,1,2,0
9.079,3267.225162,5,1,2,0,1,1,0
50.5,17830.24691,5,1,2,0,2,2,0
67.565,10227.16049,5,1,1,0,1,2,1
46.491,55053.76344,5,1,2,0,3,2,0
51.51,31326.16488,5,1,2,0,3,2,0
49.514,18136.20072,5,1,2,0,2,2,0
58.787,21569.89247,5,1,2,0,3,2,0
62.595,21569.89247,5,1,1,0,1,2,0
79.116,5376.344086,5,1,2,0,1,4,0
49.161,5376.344086,5,1,2,1,3,2,0
75.209,21967.74194,5,1,2,0,1,2,0
60.205,11397.84946,5,1,2,0,3,2,0
59.225,11397.84946,5,1,1,1,3,2,0
63.269,16516.12903,5,1,2,0,2,2,0
75.633,38172.04301,5,1,1,1,4,2,0
61.684,23041.47465,5,1,2,0,2,2,0
44.832,30720.43011,5,1,1,0,2,2,1
71.411,20322.58065,5,1,1,0,1,2,0
70.021,20322.58065,5,1,2,0,1,2,0
62.021,5913.978495,5,1,1,0,3,2,1
78.738,6451.612903,5,1,2,0,1,4,0
50.675,12903.22581,5,1,1,1,3,2,0
59.751,4487.654321,5,1,1,0,2,2,1
60.69,4487.654321,5,1,2,0,2,2,0
39.499,-1219.753086,5,1,2,0,1,2,0
59.376,4156.378601,5,1,2,0,2,2,0
32.575,4156.378601,5,1,2,0,4,2,0
52.934,16165.07937,5,1,2,0,3,2,0
42.872,12864.19753,5,1,2,0,2,2,0
47.729,11552.6749,5,1,2,0,2,2,0
69.645,0,5,1,1,1,1,2,1
59.625,0,5,1,1,0,2,2,0
41.418,22024.17657,5,1,2,0,1,2,0
47.064,22024.17657,5,1,2,0,2,2,0
45.596,27932.09877,5,1,1,0,1,2,1
7.392,5092.592593,5,1,2,0,1,1,0
66.344,7300.411523,5,1,2,0,2,2,0
68.594,30925.92593,5,1,2,0,1,4,0
40.589,30925.92593,5,1,2,0,2,2,0
67.463,8055.555556,5,1,2,0,1,2,0
41.054,8055.555556,5,1,2,0,2,2,0
58.839,10677.11301,5,1,1,1,2,2,1
61.153,10677.11301,5,1,2,0,3,2,0
75.734,3348.018813,5,1,1,0,1,2,1
7.285,22024.17657,5,1,1,0,1,1,0
69.563,22024.17657,5,1,1,1,2,4,0
39.034,22024.17657,5,1,2,0,2,2,0
43.518,7716.049383,5,1,1,0,2,2,1
7.91,22024.17657,5,1,2,0,1,1,0
61.363,7002.469136,5,1,1,1,1,2,1
48.153,18271.60494,5,1,1,0,5,2,0
77.804,5493.827161,5,1,2,0,1,4,0
40.361,7002.469136,5,1,2,0,1,2,0
48.726,7002.469136,5,1,1,1,2,2,0
61.793,1104.115226,5,1,1,1,1,2,0
41.958,2341.234568,5,1,2,0,1,2,0
65.5,8850.617284,5,1,2,0,1,2,0
50.084,7283.950617,5,1,2,0,2,2,0
67.91,4591.506173,5,1,1,1,1,4,0
64.715,2034.567901,5,1,2,0,1,2,0
42.992,2806.17284,5,1,1,0,1,2,0
74.489,13010.75269,5,1,2,0,1,4,0
52.238,13010.75269,5,1,1,1,2,2,0
50.029,22024.17657,5,1,2,1,2,2,0
52.906,1075.268817,5,1,2,0,2,2,0
59.485,23494.62366,5,1,1,1,1,2,1
49.979,0,5,1,2,0,2,2,0
43.113,5161.290323,5,1,1,1,1,2,1
59.37,36612.90323,5,1,2,0,1,2,0
72.37,22024.17657,5,1,2,0,2,2,0
55.94,9351.851852,5,1,2,0,1,2,0
59.811,1925.925926,5,1,2,0,1,2,0
73.996,4135.802469,5,1,2,0,1,2,0
53.32,17372.73335,5,1,1,1,1,2,1
60.704,58271.60494,5,1,2,0,1,4,0
54.404,6907.798354,5,1,1,1,1,2,1
62.229,7983.539095,5,1,2,0,1,2,0
60.178,7386.771685,5,1,2,1,1,2,1
59.316,2949.308756,5,1,2,0,2,2,0
48.928,11604.93827,5,1,2,0,1,2,0
41.87,4301.075269,5,1,2,0,2,2,0
11.718,4301.075269,5,1,1,0,1,1,0
47.737,2688.172043,5,1,1,1,2,2,1
48.797,5964.157706,5,1,1,1,2,2,1
48.485,14290.12346,5,1,1,0,2,2,1
53.53,3086.419753,5,1,1,0,3,2,0
53.079,3086.419753,5,1,2,0,3,2,0
46.858,10390.9465,5,1,1,1,2,2,0
71.373,3950.617284,5,1,2,0,1,2,0
49.878,42254.11523,5,1,2,0,1,2,0
70.784,2962.962963,5,1,1,0,2,4,1
68.893,3827.160494,5,1,1,0,1,2,1
69.492,3827.160494,5,1,2,0,1,2,0
51.184,7685.185185,5,1,2,0,2,2,0
52.205,4197.530864,5,1,2,0,2,2,0
67.379,4012.345679,5,1,2,0,1,4,0
69.585,4135.802469,5,1,1,0,1,2,0
69.306,4135.802469,5,1,2,0,1,2,0
71.072,2057.613169,5,1,1,0,2,4,1
74.5,2057.613169,5,1,1,0,3,2,0
58.954,0,5,1,2,0,1,2,0
50.604,22024.17657,5,1,1,0,1,2,0
70.196,662.037037,5,1,1,0,1,2,0
44.742,11172.83951,5,1,1,1,3,2,1
46.401,2674.897119,5,1,1,1,1,2,1
46.585,2674.897119,5,1,2,0,1,2,0
62.256,3001.851852,5,1,2,0,1,2,0
55.441,2277.777778,5,1,2,0,1,2,0
51.321,11419.75309,5,1,2,0,1,2,0
51.797,2268.518519,5,1,1,1,2,2,1
66.185,8625.514403,5,1,1,0,1,2,0
63.379,8625.514403,5,1,2,0,1,2,0
52.2,82.30452675,5,1,2,0,2,2,0
79.97,6654.320988,5,1,1,0,1,2,1
61.944,6147.119342,5,1,1,1,2,2,0
63.253,6147.119342,5,1,2,0,1,2,0
52.37,0,5,1,2,0,2,2,0
52.129,22024.17657,5,1,1,0,2,2,0
50.078,22024.17657,5,1,2,0,1,2,0
73.295,22024.17657,5,1,2,0,1,4,0
64.337,33555.55556,5,1,1,1,2,2,0
35.102,33555.55556,5,1,1,1,2,2,1
33.177,33555.55556,5,1,2,0,2,2,0
39.526,33555.55556,5,1,2,0,4,2,0
59.671,2298.765432,5,1,2,0,1,2,0
27.874,6006.70194,5,1,2,0,2,2,0
65.366,8320.987654,5,1,1,0,1,2,0
63.496,8320.987654,5,1,2,0,1,2,0
66.286,2263.374486,5,1,2,0,1,2,0
69.758,2263.374486,5,1,1,0,1,2,1
58.546,617.2839506,5,1,1,0,1,2,1
64.86,6728.395062,5,1,1,1,1,2,0
53.615,4845.679012,5,1,2,0,1,2,0
61.908,19300.41152,5,1,1,1,1,2,0
35.441,19300.41152,5,1,1,1,4,2,0
56.682,4514.991182,5,1,2,0,1,2,0
44.756,4691.358025,5,1,1,1,2,2,0
47.54,111.1111111,5,1,2,0,1,2,0
73.645,45238.09524,5,1,2,0,4,2,0
80.444,45238.09524,5,1,1,0,2,2,0
43.639,6703.703704,5,1,2,0,5,2,0
38.771,7460.31746,5,1,1,0,2,2,0
69.771,991.2345679,5,1,1,1,2,4,1
65.823,1522.633745,5,1,2,0,1,2,0
86.727,19946.23656,5,1,1,1,4,2,1
80.041,19946.23656,5,1,2,0,1,2,0
76.589,925.9259259,5,1,2,0,1,2,0
44,1069.958848,5,1,2,0,2,2,0
58.39,9450.617284,5,1,2,0,1,2,0
44.049,1265.432099,5,1,2,0,2,4,0
58.779,3456.790124,5,1,2,0,2,2,0
87.285,3703.703704,5,1,2,0,1,4,0
39.042,3703.703704,5,1,2,0,2,2,0
7.595,5941.358025,5,1,1,0,1,1,0
38.568,5941.358025,5,1,2,0,1,2,0
45.656,5941.358025,5,1,1,1,2,2,1
49.988,5462.962963,5,1,2,0,1,2,0
68.89,8308.641975,5,1,1,1,1,2,0
61.591,3245.149912,5,1,2,0,1,2,0
42.308,-296.2962963,5,1,2,0,1,2,0
52.969,823.0452675,5,1,2,0,1,2,0
45.851,2283.950617,5,1,1,1,1,2,1
43.488,2283.950617,5,1,2,0,2,2,0
67.699,14220.43011,5,1,2,0,1,4,0
30.516,7222.222222,5,1,2,0,3,2,0
8.841,7222.222222,5,1,1,0,1,1,0
51.663,6810.035842,5,1,2,0,3,2,0
24.884,6810.035842,5,1,1,0,3,2,0
51.811,22024.17657,5,1,2,0,2,2,0
54.984,6602.150538,5,1,1,1,3,2,1
53.654,6602.150538,5,1,2,0,2,2,0
64.687,1123.058542,5,1,1,1,1,2,1
57.123,18673.83513,5,1,2,0,1,2,0
52.997,20483.87097,5,1,2,0,5,2,0
30.82,20483.87097,5,1,1,0,4,2,0
27.792,23440.86022,5,1,1,1,3,2,1
50.272,29047.61905,5,1,2,0,2,2,0
31.915,18252.68817,5,1,2,0,2,2,0
42.341,413.9784946,5,1,2,0,2,2,0
69.054,22024.17657,5,1,2,0,1,2,0
38.62,5161.290323,5,1,2,0,2,2,0
60.287,5161.290323,5,1,1,1,3,2,1
53.552,38301.88679,8,2,2,0,4,2,0
78.177,25471.69811,8,2,2,0,4,2,0
78.779,22641.50943,8,2,2,0,1,4,0
75.493,25471.69811,8,2,2,0,5,4,0
60.961,29905.66038,8,2,2,0,5,2,0
51.179,28301.88679,8,2,1,0,5,2,0
49.495,26572.32704,8,2,1,0,5,2,1
46.971,26572.32704,8,2,2,0,5,2,0
51.014,31132.07547,8,2,1,0,5,2,0
52.46,31132.07547,8,2,2,0,4,2,0
57.388,13584.90566,8,2,1,0,2,2,1
48.934,33962.26415,8,2,1,1,5,2,0
44.523,33962.26415,8,2,2,0,5,2,0
52.129,64905.66038,8,2,1,1,5,2,0
51.737,64905.66038,8,2,2,0,5,2,0
42.218,33962.26415,8,2,2,0,5,2,0
67.937,9782.608696,8,2,2,0,1,4,0
56.986,20000,8,2,1,0,2,2,0
54.344,20000,8,2,2,0,2,2,0
74.385,7065.217391,8,2,2,0,1,4,0
51.214,9782.608696,8,2,1,1,3,2,0
59.499,26086.95652,8,2,1,0,3,2,0
57.585,26086.95652,8,2,2,0,2,2,0
47.233,12581.52174,8,2,2,0,2,2,0
48.731,12581.52174,8,2,1,0,3,2,0
49.966,14239.13044,8,2,2,0,1,2,0
33.714,14239.13044,8,2,1,0,4,2,0
55.682,266413.0435,8,2,2,0,3,2,0
56.047,33260.86957,8,2,2,0,2,2,0
56.011,12442.02899,8,2,1,0,2,2,0
47.912,14347.82609,8,2,2,0,2,2,0
65.358,27695.65217,8,2,1,0,2,2,0
56.712,19565.21739,8,2,1,1,2,2,1
56.709,33260.86957,8,2,1,0,3,2,0
42.634,11366.45963,8,2,1,0,1,2,1
68.479,11366.45963,8,2,1,0,1,2,1
66.22,11366.45963,8,2,2,0,1,2,0
43.896,11366.45963,8,2,2,0,2,2,0
36.063,26786.68478,8,2,1,1,4,2,1
8.821,26786.68478,8,2,1,0,1,1,0
56.142,16318.84058,8,2,1,1,3,2,1
46.809,30375,8,2,2,0,2,2,0
48.597,30375,8,2,1,1,2,2,0
51.463,40489.13044,8,2,2,0,1,2,0
65.18,15259.843,8,2,2,0,1,2,0
68.586,30923.91304,8,2,2,1,1,2,0
55.671,15434.78261,8,2,1,1,2,2,1
59.559,15434.78261,8,2,2,1,1,2,0
50.179,40484.35834,8,2,2,1,2,2,0
57.388,9828.804348,8,2,2,0,3,2,0
63.852,7453.915586,8,2,2,0,1,3,1
37.366,6793.478261,8,2,2,0,2,2,0
46.845,4115.942029,8,2,2,0,1,2,0
61.051,1021.73913,8,2,2,0,2,2,0
63.097,1829.710145,8,2,2,0,2,2,0
35.548,1829.710145,8,2,2,0,2,2,0
61.511,3836.956522,8,2,2,0,1,4,0
62.505,32853.26087,8,2,1,0,3,2,1
36.947,16391.30435,8,2,2,0,3,2,0
46.174,44311.5942,8,2,1,1,3,2,1
46.96,32717.3913,8,2,2,0,3,2,0
57.585,32717.3913,8,2,1,1,3,2,0
72.931,1527.400362,8,2,2,0,1,2,0
52.632,11594.2029,8,2,1,1,2,2,1
57.566,49365.94203,8,2,1,1,3,2,0
61.58,49365.94203,8,2,2,1,2,2,0
62.919,25157.6087,8,2,1,1,3,2,1
51.718,17989.13044,8,2,1,1,2,3,1
49.018,36702.89855,8,2,2,0,2,2,0
51.146,16576.08696,8,2,2,1,2,2,0
51.836,8824.728261,8,2,1,1,2,2,0
53.897,8824.728261,8,2,2,1,2,2,0
27.173,8824.728261,8,2,1,1,4,2,1
75.222,10188.67925,8,2,2,0,1,2,0
42.015,111.3207547,8,2,2,0,1,2,0
73.429,11320.75472,8,2,2,0,1,2,0
76.89,16698.11321,8,2,2,0,1,4,0
80.356,12830.18868,8,2,1,0,1,2,0
69.123,8207.54717,8,2,2,0,1,4,1
62.286,20943.39623,8,2,2,0,1,2,0
68.78,42830.18868,8,2,1,0,5,2,1
61.848,19026.17734,8,2,2,0,2,4,0
33.079,19026.17734,8,2,2,0,4,2,0
78.79,38113.20755,8,2,1,1,2,2,1
79.68,28301.88679,8,2,1,1,1,2,0
59.4,23172.16981,8,2,1,1,2,2,1
57.44,10459.74843,8,2,2,0,3,2,0
67.099,20407.2327,8,2,2,0,3,2,0
53.311,40132.07547,8,2,2,0,2,2,0
65.829,41320.75472,8,2,1,0,3,1,1
48.641,35289.85507,8,2,1,0,3,2,0
50.946,53985.50725,8,2,1,1,3,2,1
56.542,25000,8,2,1,1,1,2,1
56.841,43043.47826,8,2,1,0,1,2,0
71.822,31521.73913,8,2,1,0,2,2,0
44.186,45380.43478,8,2,2,0,2,2,0
55.981,26065.21739,8,2,1,1,2,2,1
64.408,23892.57246,8,2,2,0,1,2,0
64.939,0,8,2,1,0,2,2,0
59.765,5760.869565,8,2,1,1,2,2,1
55.699,5760.869565,8,2,2,0,2,2,0
69.626,1086.956522,8,2,2,0,1,2,0
43.921,22024.17657,8,2,2,0,2,2,0
74.965,143627.7174,8,2,2,1,1,2,0
60.082,5434.782609,8,2,2,0,1,4,0
63.146,9565.217391,8,2,1,0,2,2,0
59.321,7010.869565,8,2,1,1,2,2,1
43.863,14021.73913,8,2,2,0,2,2,0
52.572,5062.111801,8,2,2,0,1,2,0
69.544,21195.65217,8,2,2,0,1,2,0
67.989,14021.73913,8,2,2,0,1,4,0
54.352,5079.710145,8,2,1,1,3,2,1
74.648,21739.13044,8,2,2,0,1,2,0
45.914,9782.608696,8,2,1,0,2,2,1
63.617,29221.01449,8,2,1,0,1,2,0
47.069,-26630.43478,8,2,1,1,2,2,1
73.013,-26630.43478,8,2,2,0,1,4,0
60.887,12334.90566,8,2,2,0,2,4,0
45.911,15849.0566,8,2,1,1,5,2,1
33.314,21938.67925,8,2,2,0,3,2,0
57.199,8160.377359,8,2,1,1,3,2,1
52.591,161163.522,8,2,1,1,3,2,0
47.666,230163.0435,8,2,1,1,1,2,0
75.25,14846.08696,8,2,2,0,2,4,0
72.309,5529.891304,8,2,2,0,1,2,0
66.305,22948.00725,8,2,1,0,1,2,0
40.068,15217.3913,8,2,2,0,1,2,0
51.997,31766.30435,8,2,2,0,2,2,0
28.583,10942.02899,8,2,2,0,2,2,0
48.101,434.7826087,8,2,2,0,2,2,0
58.086,-630.4347826,8,2,2,0,1,2,0
59.907,-630.4347826,8,2,1,0,1,2,1
53.09,32838.47826,8,2,2,0,1,2,0
63.485,3369.565217,8,2,2,0,3,4,0
81.815,35586.95652,8,2,2,0,1,4,0
44.841,15108.69565,8,2,1,1,5,2,0
60.071,9123.188406,8,2,1,1,3,2,1
58.48,9123.188406,8,2,2,0,2,2,0
29.892,3335.597826,8,2,2,0,1,2,0
73.388,22024.17657,8,2,2,0,1,2,0
69.158,17554.34783,8,2,2,0,1,4,0
54.231,4701.086957,8,2,2,0,2,2,0
31.411,21717.3913,8,2,1,1,2,2,1
55.819,22715.37267,8,2,2,1,3,2,1
65.889,22948.00725,8,2,2,0,2,2,0
56.427,29869.56522,8,2,1,1,2,2,1
58.412,2771.73913,8,2,2,0,3,2,0
31.28,2771.73913,8,2,1,0,3,2,1
31.767,2771.73913,8,2,2,0,5,2,0
47.006,14021.73913,8,2,2,0,1,2,0
55.869,13858.69565,8,2,2,0,2,2,0
45.758,14021.73913,8,2,1,1,1,2,1
67.332,7195.652174,8,2,2,0,1,2,0
75.671,22024.17657,8,2,2,0,1,2,0
58.393,712.5603865,8,2,1,1,1,2,1
29.084,24956.52174,8,2,2,0,2,2,0
7.42,24956.52174,8,2,1,0,1,1,0
31.198,-6141.304348,8,2,1,1,2,2,1
76.052,-6141.304348,8,2,2,0,1,2,0
55.291,23505.43478,8,2,2,0,1,2,0
69.673,4619.565217,8,2,2,0,1,4,0
57.043,23505.43478,8,2,1,0,3,2,0
74.951,-6141.304348,8,2,1,0,2,2,0
52.211,-6141.304348,8,2,2,0,2,2,0
31.63,-6141.304348,8,2,2,0,2,2,0
80.375,16630.43478,8,2,2,0,1,4,0
64.947,14275.36232,8,2,1,1,1,2,0
37.166,14275.36232,8,2,2,0,3,2,0
65.804,18423.91304,8,2,1,0,1,2,0
49.005,11971.01449,8,2,1,1,2,2,1
49.539,11971.01449,8,2,2,0,1,2,0
67.014,31239.13044,8,2,1,0,1,2,0
61.232,21717.3913,8,2,2,0,2,2,0
54.078,24150.9434,8,2,2,0,2,2,0
43.31,23245.28302,8,2,1,1,3,2,1
54.201,15094.33962,8,2,1,1,3,2,1
48.745,59254.71698,8,2,1,1,2,2,1
75.655,0,8,2,2,0,1,2,0
60.734,5607.54717,8,2,2,0,1,2,0
34.949,5607.54717,8,2,1,0,4,2,0
49.131,28949.27536,8,2,2,0,2,2,0
51.803,28949.27536,8,2,1,1,1,2,1
53.555,33782.6087,8,2,1,1,2,2,1
67.745,27065.21739,8,2,2,0,1,2,0
44.945,205534.5912,8,2,1,1,4,2,0
52.923,45972.82609,8,2,2,0,2,2,0
57.262,7010.869565,8,2,1,0,1,2,0
63.346,9695.652174,8,2,1,0,1,2,1
11.294,2231.884058,8,2,2,0,1,1,0
55.707,49415.76087,8,2,2,0,1,2,0
44.145,9130.434783,8,2,1,1,2,2,1
65.914,17500,8,2,1,0,1,2,0
66.683,17500,8,2,2,0,1,2,0
72.255,21467.3913,8,2,1,0,1,4,1
43.592,13710.86957,8,2,2,0,1,2,0
9.413,13710.86957,8,2,1,0,1,1,0
9.413,13710.86957,8,2,1,0,1,1,0
63.647,3881.987578,8,2,1,1,1,2,0
57.834,195834.2391,8,2,2,0,3,2,0
70.001,39202.89855,8,2,1,0,1,2,1
68.033,39202.89855,8,2,2,0,1,2,0
70.053,24739.13044,8,2,2,0,1,4,0
48.474,10913.4058,8,2,1,1,1,2,0
53.755,10869.56522,8,2,2,0,1,2,0
46.593,1310.054348,8,2,1,0,1,2,0
43.975,1310.054348,8,2,2,0,1,2,0
9.741,1310.054348,8,2,2,0,1,1,0
52.854,24592.93478,8,2,2,0,2,2,0
77.919,66551.08696,8,2,1,1,1,2,1
29.982,17101.44928,8,2,2,0,3,2,0
70.612,97696.19565,8,2,2,0,2,2,0
59.778,21363.04348,8,2,1,1,2,2,1
47.003,11739.13044,8,2,2,1,2,2,0
65.774,39836.95652,8,2,1,0,2,2,1
64.786,39836.95652,8,2,2,0,1,2,0
55.953,27830.18868,8,2,1,1,5,2,1
49.068,22119.56522,8,2,2,0,1,2,0
33.498,10434.78261,8,2,2,0,2,2,0
47.729,88550.72464,8,2,2,0,2,2,0
38.182,10434.78261,8,2,1,0,1,2,0
33.437,94870.38044,8,2,2,0,2,2,0
8.361,10434.78261,8,2,1,0,1,1,0
68.983,6684.782609,8,2,1,0,1,2,0
63.061,19467.3913,8,2,1,1,1,2,0
59.477,19467.3913,8,2,2,0,1,2,0
47.493,18451.08696,8,2,1,0,2,2,0
44.862,18451.08696,8,2,2,0,2,2,0
44.597,20417.3913,8,2,1,1,2,2,1
60.726,44265.72327,8,2,1,0,4,2,1
53.481,31207.54717,8,2,1,1,4,2,1
51.885,31207.54717,8,2,2,0,3,2,0
55.797,29301.88679,8,2,1,1,4,2,0
62.557,17358.49057,8,2,2,0,3,2,0
50.568,27830.18868,8,2,2,1,3,2,0
28.663,27830.18868,8,2,2,0,5,1,0
61.276,14424.5283,8,2,2,0,1,2,0
33.281,15094.33962,8,2,2,1,5,2,0
52.72,28301.88679,8,2,1,1,5,2,0
49.216,28301.88679,8,2,2,1,4,2,0
53.117,38867.92453,8,2,2,1,5,2,0
69.873,10600.62893,8,2,1,0,4,2,0
35.107,22024.17657,8,2,2,0,3,2,0
40.29,6603.773585,8,2,1,0,2,2,0
39.151,6603.773585,8,2,2,0,2,2,0
59.819,0,8,2,1,1,3,2,0
58.804,0,8,2,2,0,2,2,0
38.01,5471.698113,8,2,1,0,2,2,0
38.801,5471.698113,8,2,2,0,2,2,0
44.162,9157.232704,8,2,2,0,1,2,0
55.083,14478.26087,8,2,2,1,2,2,0
52.055,17391.30435,8,2,2,0,2,2,0
58.223,19032.6087,8,2,2,0,1,2,0
53.747,34710.14493,8,2,2,0,1,2,0
67.354,10782.6087,8,2,2,0,2,2,0
9.303,11521.73913,8,2,1,0,1,1,0
30.667,41149.06832,8,2,2,0,2,2,0
69.363,4460.869565,8,2,1,0,1,2,0
62.253,8360.248447,8,2,2,0,1,2,0
51.71,23822.46377,8,2,2,0,1,2,0
40.14,0,8,2,2,0,1,2,0
46.004,22024.17657,8,2,2,0,1,2,0
50.188,13125,8,2,1,1,1,2,1
41.539,4315.217391,8,2,2,0,1,2,0
72.758,9956.521739,8,2,1,0,1,2,0
54.223,32065.21739,8,2,1,0,3,2,1
47.288,100760.8696,8,2,1,1,4,2,0
8.345,9701.086957,8,2,2,0,1,1,0
55.425,1956.521739,8,2,1,1,3,2,1
40.849,8822.463768,8,2,2,0,1,2,0
60.233,7760.869565,8,2,1,0,1,4,1
47.11,20562.5,8,2,2,0,2,2,0
71.368,48855.6701,9,2,1,1,2,2,1
44.115,38487.97251,9,2,2,0,1,2,0
59.83,46474.34612,9,2,1,0,2,2,1
64.263,27814.43299,9,2,1,1,1,2,1
29.988,18041.23711,9,2,2,0,3,2,0
57.624,33284.24153,9,2,1,0,3,2,1
36.225,17525.7732,9,2,2,0,5,3,0
32.12,17525.7732,9,2,1,1,2,2,0
7.978,17525.7732,9,2,2,0,1,1,0
51.546,5034.364261,9,2,2,0,2,2,0
55.576,5034.364261,9,2,1,1,2,2,1
47.603,17079.36508,9,2,2,0,2,2,0
26.626,17079.36508,9,2,1,1,5,1,0
33.295,20952.38095,9,2,1,0,5,2,0
28.016,1577.777778,9,2,1,1,2,1,1
32.936,6530.612245,9,2,1,0,4,2,0
52.066,3174.603175,9,2,2,0,2,2,0
56.047,22857.14286,9,2,2,0,2,2,0
30.998,22857.14286,9,2,2,0,6,2,0
29.265,22857.14286,9,2,1,0,4,2,1
49.002,41646.05442,9,2,2,0,2,2,0
26.278,41646.05442,9,2,1,0,5,2,1
57.958,41646.05442,9,2,1,1,3,2,0
31.075,26802.72109,9,2,2,0,5,2,0
29.369,26802.72109,9,2,1,1,5,2,1
63.825,20761.90476,9,2,2,0,2,2,0
36.945,20761.90476,9,2,1,0,5,2,0
65.279,9798.095238,9,2,1,0,2,2,0
57.073,14544.21769,9,2,2,0,3,2,0
26.615,14544.21769,9,2,2,0,5,2,0
61.823,45309.52381,9,2,1,1,2,2,1
36.282,45309.52381,9,2,1,1,3,2,1
36.107,45309.52381,9,2,2,0,4,2,0
46.19,0,9,2,1,1,2,2,1
45.426,0,9,2,2,0,2,1,1
73.257,12571.42857,9,2,1,0,3,2,1
67.044,3840,9,2,2,0,1,4,0
57.856,17731.95876,9,2,2,0,2,2,0
50.749,7560.137457,9,2,1,1,3,2,1
51.08,23505.15464,9,2,1,1,3,2,1
52.509,23505.15464,9,2,2,0,3,2,0
60.767,18805.84192,9,2,1,1,3,2,1
47.504,13659.79381,9,2,1,1,2,2,1
69.665,4556.701031,9,2,1,0,1,2,1
64.827,4556.701031,9,2,2,0,1,2,0
64.208,721.6494845,9,2,1,0,2,2,1
63.721,721.6494845,9,2,2,0,1,2,0
52.509,343.6426117,9,2,1,1,3,2,0
47.921,247766.323,9,2,2,0,2,2,0
49.136,247766.323,9,2,1,1,2,2,1
47.904,16838.48797,9,2,2,0,2,2,0
68.808,10070.61856,9,2,2,0,1,2,0
62.93,58865.97938,9,2,1,1,1,2,1
67.811,6185.56701,9,2,2,0,1,2,0
52.539,7731.958763,9,2,1,0,3,2,1
57.123,1030.927835,9,2,1,1,2,2,0
59.795,12371.13402,9,2,2,0,1,2,0
43.184,11134.02062,9,2,1,1,2,2,1
60.786,96855.6701,9,2,1,0,1,2,0
59.663,96855.6701,9,2,2,0,2,2,0
44.923,8934.707904,9,2,2,0,2,2,0
71.945,86597.93814,9,2,1,0,1,2,1
65.268,86597.93814,9,2,2,0,1,2,0
34.825,22024.17657,9,2,1,0,3,2,0
46.828,28226.03175,9,2,1,1,5,2,1
59.647,5742.857143,9,2,2,0,4,2,0
62.675,131952.381,9,2,2,0,5,2,0
54.256,70526.98413,9,2,2,0,4,2,0
27.652,54971.42857,9,2,1,0,5,1,0
63.477,54876.19048,9,2,1,1,2,2,1
34.308,54876.19048,9,2,2,0,5,2,0
50.623,63225.39683,9,2,2,0,3,2,0
26.694,63225.39683,9,2,1,1,5,1,0
48.088,37968.25397,9,2,2,0,4,2,0
59.157,24285.71429,9,2,2,0,3,2,0
48.331,1030.927835,9,2,2,0,3,2,0
73.629,1030.927835,9,2,2,0,1,4,0
78.7,22024.17657,9,2,2,0,1,4,0
25.125,34020.61856,9,2,1,0,3,1,1
48.783,687.2852234,9,2,2,0,2,2,0
66.075,3092.783505,9,2,2,0,1,4,0
37.18,3092.783505,9,2,1,0,3,3,1
71.811,102829.3446,9,2,1,0,1,2,0
55.502,17869.41581,9,2,1,0,3,2,0
74.125,24278.35052,9,2,1,0,2,2,0
61.552,20376.28866,9,2,2,0,2,2,0
49.618,15463.91753,9,2,1,0,1,2,0
59.398,15292.09622,9,2,1,1,2,2,1
73.766,16108.24742,9,2,1,1,1,2,1
80.444,9536.082474,9,2,2,0,1,4,0
